transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi
TRX3109933,2021-03-14,83839,Kimia Farma - Apotek,Langsa,Aceh,4.9,Ronald Jensen,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.7
TRX7499501,2022-12-01,62744,Kimia Farma - Apotek,Sorong,Papua Barat,4.9,Steven Welch,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.9
TRX7660802,2020-11-15,79455,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.8,Parker Lowe,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.8
TRX7204156,2022-12-31,59549,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.2,Valerie Woods,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.9
TRX5163388,2023-12-03,96720,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.0,Larry Rodgers,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.8
TRX7682190,2022-05-16,75503,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.7,David Diaz,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.1
TRX1044271,2022-09-29,98837,Kimia Farma - Apotek,Bandung,Jawa Barat,4.6,Wendy Lambert,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.1
TRX1706399,2020-04-26,68942,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.8,David Buckley,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.0
TRX4265424,2021-04-28,91503,Kimia Farma - Apotek,Solok,Sumatera Barat,4.1,Amy Martin,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.0
TRX8589141,2023-05-14,83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.2,John Johnson,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.9
TRX2865917,2023-07-26,81651,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Michael Ibarra,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.6
TRX6730201,2023-08-05,20566,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.0,Michelle Mcdaniel,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.5
TRX6437385,2022-11-16,12802,Kimia Farma - Apotek,Garut,Jawa Barat,4.1,Bradley Miller,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,5.0
TRX3330510,2020-07-01,65584,Kimia Farma - Apotek,Semarang,Jawa Tengah,5.0,Douglas Hernandez,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,3.8
TRX1549472,2023-12-03,35836,Kimia Farma - Apotek,Malang,Jawa Timur,4.5,Vicki Hernandez,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.6
TRX1225884,2022-04-21,57196,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Christine Mason,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.04,0.15,83040.0,12456.0,4.4
TRX4140410,2020-08-06,75503,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.7,Jordan Adams,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX9888633,2021-03-02,98907,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.6,Marvin Wade,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.4
TRX3009784,2023-09-15,27679,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.0,Karen Alvarez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.8
TRX4985168,2021-06-06,69471,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.8,Edward Gomez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.3
TRX9379888,2023-08-22,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Sandra Hopkins,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX7739721,2020-03-05,50821,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.5,Nathaniel Vasquez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.3
TRX6368005,2021-10-23,17138,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,3.9,Michelle Murray,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.6
TRX2105575,2020-10-21,35860,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.2,Renee Holloway,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.0
TRX3315897,2020-02-15,68908,Kimia Farma - Apotek,Jayapura,Papua,4.5,Greg Daniel,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.3
TRX6562020,2023-02-13,71130,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0,Sarah May,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.8
TRX5407834,2020-05-05,48635,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.3,Amy Brown,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX6406378,2021-01-29,28053,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.1,Jessica Harris,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.4
TRX5631812,2022-05-31,63673,Kimia Farma - Apotek,Sorong,Papua Barat,4.8,Larry Jackson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.5
TRX8583034,2022-03-19,81651,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Monique Gardner,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX7624846,2022-09-15,98345,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.7,Tamara Morales,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.0
TRX8260725,2022-09-27,29094,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.6,Elizabeth Parsons,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX6342723,2021-09-23,30242,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Zachary Gill,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX5610154,2023-08-24,57365,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.2,Derek Daniel,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.2
TRX9903890,2020-11-27,65187,Kimia Farma - Apotek,Tangerang,Banten,4.5,Jennifer Hubbard,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX6228678,2021-07-21,98818,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.6,Jane Haynes,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX5429792,2023-12-11,21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,Carolyn Jones,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX4632151,2021-12-20,33406,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.7,Robert Hale,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX2269080,2023-01-28,17138,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,3.9,Chelsea Wise,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX1046589,2020-05-03,63863,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,Gabriel Gutierrez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX8930467,2021-11-10,45642,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.7,Melissa Miller,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.6
TRX4469487,2023-02-15,24592,Kimia Farma - Apotek,Ciamis,Jawa Barat,3.9,Jennifer Hansen,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.3
TRX2394734,2021-12-30,98581,Kimia Farma - Apotek,Subang,Jawa Barat,4.5,Frank Hall,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.1
TRX1254246,2021-01-18,91503,Kimia Farma - Apotek,Solok,Sumatera Barat,4.1,Joseph Miller,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX4452051,2021-04-22,65948,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.4,Paul Mitchell,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX5839720,2021-03-03,23248,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.1,Gregory Little,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX1333502,2022-10-21,71130,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0,Henry Barron,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX7993004,2022-07-21,82240,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.2,Cole Murphy,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.1
TRX9583604,2023-11-07,92261,Kimia Farma - Apotek,Subang,Jawa Barat,4.6,Robin Brown,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX7334386,2022-07-20,46551,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.8,Sabrina Yang,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,5.0
TRX3776843,2023-10-12,15235,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.2,Tina Lane,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.5
TRX5075220,2023-04-05,90382,Kimia Farma - Apotek,Kuningan,Jawa Barat,4.7,Robin Gonzalez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX2769728,2020-09-22,24789,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Ashley Joseph DVM,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX2685935,2021-05-04,30242,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Jessica Lewis,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX8001789,2022-03-02,50270,Kimia Farma - Apotek,Madiun,Jawa Timur,4.5,Nicole Alexander,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX3357597,2020-06-08,49758,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.7,Donald Villa,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.2
TRX2852929,2023-05-13,90206,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.7,Paula Murray,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.5
TRX3250699,2023-03-22,73855,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0,Ellen Sanchez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.3
TRX9124009,2022-04-14,87938,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.5,Joshua Medina,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX8484817,2022-08-15,25951,Kimia Farma - Apotek,Pekanbaru,Riau,4.5,Robert Carroll,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX3737302,2023-09-16,90214,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,Keith Smith,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.3
TRX1470939,2021-10-27,69565,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.1,Kristen Taylor,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX9640347,2023-11-05,88319,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.8,Tom Horn,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX2161369,2021-09-06,19169,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.5,Teresa Underwood,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX9025523,2022-08-19,84935,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.2,Manuel Payne,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX6931745,2022-09-05,60888,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.1,Richard Brown,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX9213360,2020-10-25,55995,Kimia Farma - Apotek,Bandung,Jawa Barat,4.3,Karen Mcmahon,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.3
TRX4296776,2021-10-30,36671,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.9,Amber Williams,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.5
TRX4285267,2020-11-30,17476,Kimia Farma - Apotek,Jambi,Jambi,4.5,Jordan Smith,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.6
TRX4870327,2020-09-14,42820,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.1,Samuel Wheeler,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,5.0
TRX3984996,2023-03-08,94753,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,Danielle Key,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.8
TRX7452343,2020-08-19,57365,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.2,Chelsea Howard,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.8
TRX7583561,2022-10-09,99735,Kimia Farma - Apotek,Banda Aceh,Aceh,4.1,Anthony Ford,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX9708625,2023-06-24,98041,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.5,Wendy Taylor,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX2434665,2020-12-02,61789,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0,Dr. Albert Marshall,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX3933244,2023-07-29,43007,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0,Mario Walls,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.3
TRX3125508,2021-06-17,96742,Kimia Farma - Apotek,Garut,Jawa Barat,4.4,Maxwell Howard,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.2
TRX3291382,2022-01-15,22797,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.2,Erin Beasley,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX3304543,2021-09-25,58103,Kimia Farma - Apotek,Karawang,Jawa Barat,4.7,Tyler Gaines,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.4
TRX4995527,2020-01-31,39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.6,Alyssa Davis,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX6102416,2020-08-06,29203,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.3,Mr. Andrew Erickson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX4499357,2021-09-26,35930,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.1,Helen Bell,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX1489411,2023-07-04,69471,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.8,Christina Wilson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX8116968,2023-07-12,12369,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,Andrea Torres,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX2134568,2023-01-04,96558,Kimia Farma - Apotek,Denpasar,Bali,4.7,Lauren Williams,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.3
TRX5845465,2022-07-01,34034,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,3.9,Miguel Wolfe,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.8
TRX3745246,2022-04-08,92876,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.1,Cole Wu,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.8
TRX7480490,2022-11-02,50780,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.8,Bryan Davis,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX6808430,2021-02-10,38733,Kimia Farma - Apotek,Ambon,Maluku,4.9,Chelsea Carter,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX2933854,2021-05-24,71869,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Brett Farmer,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,5.0
TRX2595487,2020-03-03,96742,Kimia Farma - Apotek,Garut,Jawa Barat,4.4,Nicholas Moore,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX4520521,2021-01-05,58354,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Madison Wells,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX3988408,2022-02-08,62628,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.8,Jessica Robinson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.2
TRX8651082,2023-02-19,83589,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.6,Marissa White,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,5.0
TRX9068131,2023-03-14,94162,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,5.0,Eric Burke,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX4469915,2023-07-30,11400,Kimia Farma - Apotek,Ambon,Maluku,4.1,Joshua Rhodes,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.4
TRX5340510,2022-10-12,65138,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,4.5,Sean Hardin,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.3
TRX1347145,2022-10-29,28557,Kimia Farma - Apotek,Jambi,Jambi,4.5,Nathan Gibson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX5340034,2023-01-30,96720,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.0,Jason Stevens,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX7179098,2022-11-22,68034,Kimia Farma - Apotek,Ambon,Maluku,4.1,Taylor Rodriguez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,5.0
TRX2053001,2022-04-10,27583,Kimia Farma - Apotek,Denpasar,Bali,5.0,Jason Henry,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX5697206,2023-07-14,73436,Kimia Farma - Apotek,Jambi,Jambi,4.4,George Roach,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX4385793,2023-06-13,35746,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.5,Sue Chung,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX6673145,2021-01-31,83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.2,Peter Fletcher,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.2
TRX8466440,2023-07-02,19224,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.4,Kristen Payne,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX9218686,2020-05-26,39162,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,Theresa Mcclain,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX7678189,2022-04-05,83742,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Amanda Fisher,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.2
TRX2079714,2021-01-24,63815,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.7,Courtney Herrera,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX8307139,2021-06-12,58354,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Monica Martinez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX6454880,2021-06-09,58132,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.5,William Stevens,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.2
TRX4848311,2020-01-13,30119,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.3,Nicolas Hughes,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.9
TRX7702798,2020-05-31,56478,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0,Patricia Alexander,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX1228072,2020-12-11,33488,Kimia Farma - Apotek,Denpasar,Bali,4.8,Joshua Johnson,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.4
TRX5778563,2023-06-12,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Jeffrey Coleman,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.9
TRX5896446,2022-01-07,24277,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.2,Deborah Hart,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX8978519,2023-10-01,26671,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.1,Amy Mcgee,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.1
TRX5660819,2023-12-08,62312,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.5,Terry Rodriguez,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.7
TRX1844470,2021-08-09,81965,Kimia Farma - Apotek,Denpasar,Bali,3.9,Cindy Warren,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.8
TRX4548625,2022-12-11,50821,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.5,Jerry Reyes,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.6
TRX6076971,2020-07-24,73969,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.1,Kimberly Romero,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,4.0
TRX8990463,2021-01-24,43007,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0,Joseph Clark,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.7
TRX3793827,2020-09-06,15370,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.1,Raven Gomez DDS,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.2
TRX5561577,2020-05-26,68853,Kimia Farma - Apotek,Subang,Jawa Barat,4.5,Matthew Wall,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.1,0.2,134820.0,26964.0,3.8
