transaction_id,date,branch_id,branch_category,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi,Inventory
TRX3088457,2021-05-13,95955,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,4.5,Cynthia Solis,KF451,Drugs for obstructive airway diseases,933600,0.09,0.3,849576.0,254872.8,3.8,95
TRX4350257,2023-01-24,25390,Apotek,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.9,Paul Owens,KF451,Drugs for obstructive airway diseases,933600,0.07,0.3,868248.0,260474.4,4.8,60
TRX8661395,2020-10-15,27441,Apotek,Kimia Farma - Apotek,Lhokseumawe,Aceh,5.0,Jason Sharp,KF451,Drugs for obstructive airway diseases,933600,0.1,0.3,840240.0,252072.0,4.3,81
TRX5286434,2021-06-05,30539,Apotek,Kimia Farma - Apotek,Kuningan,Jawa Barat,4.4,Ricky Alvarado,KF451,Drugs for obstructive airway diseases,933600,0.06,0.3,877584.0,263275.2,3.3,1
TRX5240334,2023-09-27,37402,Apotek,Kimia Farma - Apotek,Bekasi,Jawa Barat,3.9,Sean Carter,KF451,Drugs for obstructive airway diseases,933600,0.01,0.3,924264.0,277279.2,3.1,36
TRX9116392,2023-12-24,16158,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,5.0,Jeanette Hunt,KF451,Drugs for obstructive airway diseases,933600,0.07,0.3,868248.0,260474.4,3.1,39
TRX1562196,2020-02-27,59275,Apotek,Kimia Farma - Apotek,Garut,Jawa Barat,4.6,Joshua Bell,KF451,Drugs for obstructive airway diseases,933600,0.12,0.3,821568.0,246470.4,3.5,84
TRX2339343,2022-02-27,66651,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.4,Grant Schultz,KF451,Drugs for obstructive airway diseases,933600,0.13,0.3,812232.0,243669.59999999998,4.9,79
TRX6401177,2020-01-31,96387,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Malang,Jawa Timur,4.9,Jose George,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.08,0.25,307556.0,76889.0,4.6,86
TRX3442635,2023-03-17,65697,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,3.9,Valerie Trujillo,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,4.0,17
TRX1558885,2023-07-05,84533,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.3,Matthew Ramirez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.13,0.25,290841.0,72710.25,3.1,20
TRX2110089,2020-01-29,46542,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,4.9,Clinton Rice,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,3.5,28
TRX6144135,2023-07-12,38172,Apotek,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,5.0,Aimee Medina,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.1,0.25,300870.0,75217.5,3.4,49
TRX9868916,2021-11-09,64642,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.7,Mr. Kent Carter MD,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.07,0.25,310899.0,77724.75,3.7,93
TRX4193660,2020-05-09,55209,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Cianjur,Jawa Barat,4.8,Damon Frank,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.02,0.25,327614.0,81903.5,3.0,8
TRX3238188,2023-01-07,13270,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Jambi,Jambi,4.8,Sharon Carter,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.04,0.25,320928.0,80232.0,4.6,20
TRX6642443,2022-10-16,58073,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.8,Glenda Wilson,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.05,0.25,317585.0,79396.25,3.5,37
TRX3355974,2020-07-08,89156,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.0,Danielle Kline,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,4.0,72
TRX8207900,2022-04-11,73596,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.8,Raymond Johnson,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.0,0.25,334300.0,83575.0,3.6,77
TRX1944508,2023-11-28,46902,Apotek,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.0,Joseph Christensen,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.01,0.25,330957.0,82739.25,3.9,45
TRX9850812,2022-08-02,21499,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.3,Diane Ross,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.11,0.25,297527.0,74381.75,4.3,92
TRX5234462,2020-10-23,85014,Apotek,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.0,David Smith,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.01,0.25,330957.0,82739.25,3.2,81
TRX6187091,2022-02-19,65315,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0,Joseph Martinez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.13,0.25,290841.0,72710.25,4.8,47
TRX6262074,2021-02-11,55297,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.5,Aaron Brock,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.03,0.25,324271.0,81067.75,5.0,3
TRX5633521,2020-05-15,82058,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.7,Emily Davis,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.13,0.25,290841.0,72710.25,3.7,32
TRX9743984,2021-07-11,35707,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.0,Rachel Payne,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,4.0,84
TRX1369119,2021-01-05,88478,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.2,Erica Abbott,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.01,0.25,330957.0,82739.25,4.4,31
TRX2839501,2020-03-28,45521,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.8,Samantha Smith,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.01,0.25,330957.0,82739.25,4.5,66
TRX8810478,2020-07-20,18618,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.5,Stephen Giles,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,3.5,0
TRX1484825,2020-09-21,88089,Apotek,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.1,Autumn Garcia,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.09,0.25,304213.0,76053.25,3.5,32
TRX6449132,2023-05-03,14495,Apotek,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.8,Tracy Vasquez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.07,0.25,310899.0,77724.75,4.9,89
TRX6854651,2023-07-19,71261,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.0,Mr. Zachary Ray,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.05,0.25,317585.0,79396.25,4.6,78
TRX8370137,2023-01-17,73814,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.7,Whitney Bender,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.09,0.25,304213.0,76053.25,4.4,57
TRX8072360,2020-12-02,31737,Apotek,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Sean White,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.07,0.25,310899.0,77724.75,4.0,38
TRX9956479,2022-10-01,49520,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.4,Dustin Gibson,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.0,0.25,334300.0,83575.0,3.5,64
TRX6002807,2023-08-08,23782,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bitung,Sulawesi Utara,4.9,Alexander Sparks,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.1,0.25,300870.0,75217.5,4.7,12
TRX8845895,2022-12-21,77255,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Medan,Sumatera Utara,5.0,William Robertson,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,4.2,34
TRX6578825,2021-04-23,68942,Apotek,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.8,Andrea Herrera,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.03,0.25,324271.0,81067.75,4.3,82
TRX5194793,2023-10-02,13792,Apotek,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.0,Barry Henry,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,4.9,30
TRX7965657,2020-09-14,14469,Apotek,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,5.0,Tyler Dougherty,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.08,0.25,307556.0,76889.0,3.7,50
TRX7348035,2023-03-21,54372,Apotek,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,Lindsey Martin,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.12,0.25,294184.0,73546.0,4.2,6
TRX2623343,2020-01-19,83196,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.7,Crystal Ball,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.08,0.25,307556.0,76889.0,3.9,39
TRX8412041,2023-10-20,13792,Apotek,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.0,Chelsea Jarvis,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.12,0.25,294184.0,73546.0,3.4,18
TRX6683491,2022-03-10,92936,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.9,Elizabeth Silva,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.05,0.25,317585.0,79396.25,3.8,86
TRX8186102,2021-08-08,17563,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.0,Scott Cummings,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.12,0.25,294184.0,73546.0,4.9,13
TRX3255783,2021-05-01,18858,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,5.0,Erica Robles,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.13,0.25,290841.0,72710.25,4.9,100
TRX3514953,2022-01-15,60964,Apotek,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,Kevin Greer,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.11,0.25,297527.0,74381.75,4.5,55
TRX6684433,2023-08-14,66153,Apotek,Kimia Farma - Apotek,Solok,Sumatera Barat,4.9,Jeffrey Martinez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.04,0.25,320928.0,80232.0,3.2,87
TRX2245573,2021-12-18,81651,Apotek,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Christopher Richards,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,3.4,8
TRX9172206,2023-12-22,82636,Apotek,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.7,Cheryl Singh,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,3.9,43
TRX2713638,2023-09-22,82336,Apotek,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.2,Shawn Pena,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.08,0.25,307556.0,76889.0,4.0,90
TRX8422792,2023-01-09,19867,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,5.0,Kevin Schneider,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.09,0.25,304213.0,76053.25,5.0,16
TRX1378402,2021-11-09,20969,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,4.2,Jamie Huang,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,4.1,43
TRX5393596,2021-07-05,43380,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Palangkaraya,Kalimantan Tengah,4.2,Vincent Nichols,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,4.9,77
TRX6303528,2020-02-01,13775,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,5.0,Richard Gomez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.0,0.25,334300.0,83575.0,5.0,20
TRX5017351,2020-01-23,39209,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.5,Shari Gonzales,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.13,0.25,290841.0,72710.25,3.6,2
TRX2597926,2023-02-23,92582,Apotek,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.4,Amber West,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.02,0.25,327614.0,81903.5,5.0,5
TRX5665078,2020-03-10,60036,Apotek,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.9,Stephanie Jones,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.12,0.25,294184.0,73546.0,4.2,95
TRX7024333,2023-07-27,46514,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Solok,Sumatera Barat,3.9,Ruth Weeks,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,4.6,84
TRX7465332,2023-11-12,40330,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,3.9,John Prince,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,4.5,70
TRX9467780,2021-02-24,12174,Apotek,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.7,Marcus Porter,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.09,0.25,304213.0,76053.25,4.7,92
TRX3034961,2020-10-04,18618,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.5,Monica Sullivan,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.02,0.25,327614.0,81903.5,3.8,46
TRX8463679,2020-11-03,17563,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.0,Dawn Miller,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.06,0.25,314242.0,78560.5,4.1,13
TRX7720044,2023-07-13,76265,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.9,Brad Paul,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.02,0.25,327614.0,81903.5,3.8,5
TRX4231832,2023-06-28,25219,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.3,Scott West,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,4.9,79
TRX2067596,2022-03-10,84922,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.1,Samantha Heath,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.04,0.25,320928.0,80232.0,5.0,27
TRX2923937,2020-10-26,20261,Apotek,Kimia Farma - Apotek,Garut,Jawa Barat,4.3,Jessica Martinez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,3.7,60
TRX6936715,2022-11-13,36450,Apotek,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.5,Gerald Nunez,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,3.4,0
TRX8592455,2022-12-26,81512,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.2,Caroline Campbell,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.09,0.25,304213.0,76053.25,4.0,33
TRX1977083,2021-05-15,99997,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.6,Mitchell Rowland,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.04,0.25,320928.0,80232.0,3.6,77
TRX1554912,2022-02-19,97362,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Samarinda,Kalimantan Timur,4.6,Joseph Adkins,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.14,0.25,287498.0,71874.5,4.3,36
TRX8192043,2020-04-16,15980,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.2,Kevin Morton,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.12,0.25,294184.0,73546.0,4.6,58
TRX8156338,2021-06-17,31345,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.1,Cathy Humphrey,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.04,0.25,320928.0,80232.0,4.2,36
TRX8992297,2023-06-06,19393,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.0,Maria Barrett,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.11,0.25,297527.0,74381.75,4.5,28
TRX2741468,2020-10-19,21125,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.3,Scott Johnson,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.15,0.25,284155.0,71038.75,3.6,63
TRX1779048,2022-01-26,20227,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,5.0,Desiree Boyle,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.07,0.25,310899.0,77724.75,4.7,82
TRX4800959,2022-10-23,88340,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4.4,Kelly Jenkins,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.04,0.2,114528.0,22905.600000000002,5.0,58
TRX8549037,2022-01-21,83975,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.0,Benjamin Crosby,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.01,0.2,118107.0,23621.4,4.0,97
TRX1127652,2021-10-16,84213,Apotek,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.2,Jennifer Boone,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.0,0.2,119300.0,23860.0,4.7,32
TRX3428110,2020-05-18,64264,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.4,Jack Mendoza,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.09,0.2,108563.0,21712.600000000002,4.4,19
TRX9666673,2022-04-07,12536,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.4,Kayla Perez,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.09,0.2,108563.0,21712.600000000002,3.6,34
TRX3981106,2022-11-21,15815,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.8,Alicia Torres,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.01,0.2,118107.0,23621.4,3.3,55
TRX5896676,2023-08-22,84922,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.1,Robin Phelps,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.08,0.2,109756.0,21951.2,3.6,64
TRX4029885,2021-03-25,97974,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.4,Daniel Robinson,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.14,0.2,102598.0,20519.600000000002,4.1,23
TRX3747839,2022-11-21,82894,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.5,Roberta Tanner,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.15,0.2,101405.0,20281.0,3.3,51
TRX3781772,2023-01-06,19046,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,5.0,Benjamin Gomez,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.05,0.2,113335.0,22667.0,4.7,27
TRX9068016,2023-05-19,37946,Apotek,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Miranda Flores,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.06,0.2,112142.0,22428.4,3.6,79
TRX3257532,2020-03-13,68894,Apotek,Kimia Farma - Apotek,Madiun,Jawa Timur,4.2,Mike Soto,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.13,0.2,103791.0,20758.2,4.5,73
TRX2878776,2023-08-16,65547,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4.5,Carrie Scott,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.04,0.2,114528.0,22905.600000000002,3.6,24
TRX7391756,2020-07-12,27128,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.6,Rodney Bond,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.04,0.2,114528.0,22905.600000000002,5.0,38
TRX4838590,2023-08-27,57177,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.9,Desiree Thompson,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.02,0.2,116914.0,23382.800000000003,3.5,47
TRX5414520,2022-03-17,14693,Apotek,Kimia Farma - Apotek,Karawang,Jawa Barat,3.9,Clarence Smith,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.02,0.2,116914.0,23382.800000000003,4.2,65
TRX9114346,2023-03-23,49833,Apotek,Kimia Farma - Apotek,Pekanbaru,Riau,4.2,Deborah Wells,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.12,0.2,104984.0,20996.800000000003,3.7,36
TRX8256506,2020-04-22,12715,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,5.0,Mary Proctor,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.02,0.2,116914.0,23382.800000000003,4.0,6
TRX6830345,2023-07-18,87969,Apotek,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.4,Sonia Wood,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.15,0.2,101405.0,20281.0,4.5,67
TRX5276026,2020-06-14,23909,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.8,James Chapman,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.12,0.2,104984.0,20996.800000000003,4.6,61
TRX5933340,2020-06-22,16185,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.3,Mr. Brandon Fox MD,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.09,0.2,108563.0,21712.600000000002,4.9,82
TRX2794733,2022-04-24,39767,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.1,Janet Golden,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.01,0.2,118107.0,23621.4,4.2,33
TRX4740406,2022-02-02,89767,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.5,Justin Werner,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.13,0.2,103791.0,20758.2,3.5,9
TRX7391909,2020-01-18,95822,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.6,Michael Peterson,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.04,0.2,114528.0,22905.600000000002,3.3,48
TRX1116032,2023-09-27,44502,Apotek,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.1,Lee Cox,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.01,0.2,118107.0,23621.4,3.4,65
TRX5799988,2022-05-10,47344,Apotek,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.9,Carrie Williams,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.13,0.2,103791.0,20758.2,3.6,24
TRX8087831,2023-06-19,91016,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.6,Mark Tapia,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.01,0.2,118107.0,23621.4,3.4,25
TRX5554967,2022-10-29,80162,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,5.0,Erica Fowler,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.0,0.2,119300.0,23860.0,4.7,4
TRX1076187,2020-11-13,34017,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.0,Andres Joseph,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.02,0.2,116914.0,23382.800000000003,3.1,51
TRX3464306,2021-02-06,74125,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,Heather Sims,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.1,0.2,107370.0,21474.0,3.9,38
TRX6098953,2022-03-26,46551,Apotek,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.8,David Delacruz,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.06,0.2,112142.0,22428.4,3.7,41
TRX1979525,2021-06-16,66565,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,3.9,Caleb Taylor,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.13,0.2,103791.0,20758.2,3.4,69
TRX8303169,2023-05-26,70952,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,5.0,Jessica Lawrence,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.09,0.2,108563.0,21712.600000000002,4.4,37
TRX2914364,2021-04-11,35596,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.7,Jennifer Yoder,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.12,0.2,104984.0,20996.800000000003,4.6,0
